player,year,greens,holes,cut
Jordan Spieth,2021,44,85,Bunker
Joseph Bramlett,2021,247,426,Other
Joseph Bramlett,2021,490,619,Fairway
Joseph Bramlett,2021,30,43,Bunker
Josh Teater,2021,113,193,Other
Josh Teater,2021,343,457,Fairway
Josh Teater,2021,7,22,Bunker
Justin Rose,2021,128,250,Other
Justin Rose,2021,340,454,Fairway
Justin Rose,2021,18,46,Bunker
Justin Thomas,2021,230,434,Other
Justin Thomas,2021,536,653,Fairway
Justin Thomas,2021,36,85,Bunker
K.H. Lee,2021,239,476,Other
K.H. Lee,2021,704,932,Fairway
K.H. Lee,2021,32,70,Bunker
K.J. Choi,2021,98,209,Other
K.J. Choi,2021,342,486,Fairway
K.J. Choi,2021,14,31,Bunker
Keegan Bradley,2021,180,350,Other
Keegan Bradley,2021,630,779,Fairway
Keegan Bradley,2021,38,69,Bunker
Keith Mitchell,2021,233,450,Other
Keith Mitchell,2021,497,661,Fairway
Keith Mitchell,2021,26,59,Bunker
Kevin Kisner,2021,127,283,Other
Kevin Kisner,2021,569,737,Fairway
Kevin Kisner,2021,31,70,Bunker
Kevin Na,2021,146,334,Other
Kevin Na,2021,629,808,Fairway
Kevin Na,2021,35,72,Bunker
Kevin Streelman,2021,187,372,Other
Kevin Streelman,2021,716,886,Fairway
Kevin Streelman,2021,36,78,Bunker
Kevin Tway,2021,206,364,Other
Kevin Tway,2021,364,460,Fairway
Kevin Tway,2021,19,40,Bunker
Kramer Hickok,2021,129,256,Other
Kramer Hickok,2021,517,657,Fairway
Kramer Hickok,2021,19,45,Bunker
Kris Ventura,2021,186,370,Other
Kris Ventura,2021,409,561,Fairway
Kris Ventura,2021,23,43,Bunker
Kyle Stanley,2021,179,354,Other
Kyle Stanley,2021,675,838,Fairway
Kyle Stanley,2021,33,64,Bunker
Lanto Griffin,2021,232,453,Other
Lanto Griffin,2021,550,715,Fairway
Lanto Griffin,2021,42,86,Bunker
Lee Westwood,2021,120,261,Other
Lee Westwood,2021,419,545,Fairway
Lee Westwood,2021,26,60,Bunker
Louis Oosthuizen,2021,152,300,Other
Louis Oosthuizen,2021,526,655,Fairway
Louis Oosthuizen,2021,32,77,Bunker
Lucas Glover,2021,209,403,Other
Lucas Glover,2021,660,857,Fairway
Lucas Glover,2021,37,78,Bunker
Luke Donald,2021,153,288,Other
Luke Donald,2021,347,448,Fairway
Luke Donald,2021,22,42,Bunker
Luke List,2021,286,490,Other
Luke List,2021,549,689,Fairway
Luke List,2021,32,63,Bunker
Mackenzie Hughes,2021,225,456,Other
Mackenzie Hughes,2021,551,728,Fairway
Mackenzie Hughes,2021,30,70,Bunker
Marc Leishman,2021,181,366,Other
Marc Leishman,2021,489,622,Fairway
Marc Leishman,2021,43,76,Bunker
Mark Anderson,2021,148,260,Other
Mark Anderson,2021,385,498,Fairway
Mark Anderson,2021,12,26,Bunker
Mark Hubbard,2021,159,355,Other
Mark Hubbard,2021,660,905,Fairway
Mark Hubbard,2021,34,74,Bunker
Martin Laird,2021,158,298,Other
Martin Laird,2021,615,771,Fairway
Martin Laird,2021,26,51,Bunker
Martin Trainer,2021,178,372,Other
Martin Trainer,2021,270,408,Fairway
Martin Trainer,2021,17,42,Bunker
Matt Fitzpatrick,2021,123,249,Other
Matt Fitzpatrick,2021,466,629,Fairway
Matt Fitzpatrick,2021,22,42,Bunker
Matt Jones,2021,285,531,Other
Matt Jones,2021,636,792,Fairway
Matt Jones,2021,53,101,Bunker
Matt Kuchar,2021,127,258,Other
Matt Kuchar,2021,462,608,Fairway
Matt Kuchar,2021,27,54,Bunker
Matt Wallace,2021,124,255,Other
Matt Wallace,2021,345,444,Fairway
Matt Wallace,2021,26,43,Bunker
Matthew NeSmith,2021,199,366,Other
Matthew NeSmith,2021,647,798,Fairway
Matthew NeSmith,2021,37,62,Bunker
Matthew Wolff,2021,174,330,Other
Matthew Wolff,2021,319,391,Fairway
Matthew Wolff,2021,20,45,Bunker
Maverick McNealy,2021,203,383,Other
Maverick McNealy,2021,517,658,Fairway
Maverick McNealy,2021,19,47,Bunker
Max Homa,2021,213,406,Other
Max Homa,2021,525,699,Fairway
Max Homa,2021,43,91,Bunker
Michael Gellerman,2021,121,200,Other
Michael Gellerman,2021,339,434,Fairway
Michael Gellerman,2021,10,24,Bunker
Michael Gligic,2021,222,404,Other
Michael Gligic,2021,511,656,Fairway
Michael Gligic,2021,33,56,Bunker
Michael Kim,2021,197,437,Other
Michael Kim,2021,363,472,Fairway
Michael Kim,2021,22,53,Bunker
Michael Thompson,2021,135,280,Other
Michael Thompson,2021,525,706,Fairway
Michael Thompson,2021,20,46,Bunker
Nate Lashley,2021,189,359,Other
Nate Lashley,2021,483,655,Fairway
Nate Lashley,2021,19,46,Bunker
Nelson Ledesma,2021,134,244,Other
Nelson Ledesma,2021,297,397,Fairway
Nelson Ledesma,2021,12,29,Bunker
Nick Taylor,2021,177,382,Other
Nick Taylor,2021,623,804,Fairway
Nick Taylor,2021,44,72,Bunker
Nick Watney,2021,179,325,Other
Nick Watney,2021,301,389,Fairway
Nick Watney,2021,27,40,Bunker
Pat Perez,2021,235,448,Other
Pat Perez,2021,637,830,Fairway
Pat Perez,2021,30,60,Bunker
Patrick Cantlay,2021,211,365,Other
Patrick Cantlay,2021,546,663,Fairway
Patrick Cantlay,2021,35,64,Bunker
Patrick Reed,2021,153,322,Other
Patrick Reed,2021,506,689,Fairway
Patrick Reed,2021,32,79,Bunker
Patrick Rodgers,2021,315,577,Other
Patrick Rodgers,2021,615,770,Fairway
Patrick Rodgers,2021,38,77,Bunker
Patton Kizzire,2021,293,517,Other
Patton Kizzire,2021,637,824,Fairway
Patton Kizzire,2021,38,79,Bunker
Paul Casey,2021,164,309,Other
Paul Casey,2021,488,622,Fairway
Paul Casey,2021,43,69,Bunker
Peter Malnati,2021,205,414,Other
Peter Malnati,2021,472,634,Fairway
Peter Malnati,2021,41,70,Bunker
Phil Mickelson,2021,219,414,Other
Phil Mickelson,2021,410,560,Fairway
Phil Mickelson,2021,24,54,Bunker
Rafa Cabrera Bello,2021,149,308,Other
Rafa Cabrera Bello,2021,490,666,Fairway
Rafa Cabrera Bello,2021,26,60,Bunker
Rafael Campos,2021,181,322,Other
Rafael Campos,2021,353,483,Fairway
Rafael Campos,2021,13,33,Bunker
Rhein Gibson,2021,171,323,Other
Rhein Gibson,2021,309,417,Fairway
Rhein Gibson,2021,25,42,Bunker
Richy Werenski,2021,190,396,Other
Richy Werenski,2021,571,732,Fairway
Richy Werenski,2021,38,74,Bunker
Rickie Fowler,2021,180,364,Other
Rickie Fowler,2021,498,669,Fairway
Rickie Fowler,2021,25,55,Bunker
Rob Oppenheim,2021,166,319,Other
Rob Oppenheim,2021,492,668,Fairway
Rob Oppenheim,2021,21,47,Bunker
Robby Shelton,2021,196,409,Other
Robby Shelton,2021,459,623,Fairway
Robby Shelton,2021,37,84,Bunker
Robert Streb,2021,205,411,Other
Robert Streb,2021,516,672,Fairway
Robert Streb,2021,32,69,Bunker
Roger Sloan,2021,239,392,Other
Roger Sloan,2021,556,708,Fairway
Roger Sloan,2021,22,46,Bunker
Rory McIlroy,2021,216,391,Other
Rory McIlroy,2021,471,592,Fairway
Rory McIlroy,2021,20,49,Bunker
Rory Sabbatini,2021,175,335,Other
Rory Sabbatini,2021,495,650,Fairway
Rory Sabbatini,2021,25,62,Bunker
Russell Henley,2021,175,314,Other
Russell Henley,2021,630,782,Fairway
Russell Henley,2021,36,70,Bunker
Russell Knox,2021,197,375,Other
Russell Knox,2021,688,847,Fairway
Russell Knox,2021,34,58,Bunker
Ryan Armour,2021,118,243,Other
Ryan Armour,2021,594,792,Fairway
Ryan Armour,2021,28,53,Bunker
Ryan Brehm,2021,214,359,Other
Ryan Brehm,2021,333,420,Fairway
Ryan Brehm,2021,17,31,Bunker
Ryan Palmer,2021,175,338,Other
Ryan Palmer,2021,487,619,Fairway
Ryan Palmer,2021,42,75,Bunker
Sam Burns,2021,227,413,Other
Sam Burns,2021,540,688,Fairway
Sam Burns,2021,33,67,Bunker
Sam Ryder,2021,199,379,Other
Sam Ryder,2021,582,742,Fairway
Sam Ryder,2021,40,79,Bunker
Satoshi Kodaira,2021,127,264,Other
Satoshi Kodaira,2021,540,734,Fairway
Satoshi Kodaira,2021,30,56,Bunker
Scott Brown,2021,192,371,Other
Scott Brown,2021,519,694,Fairway
Scott Brown,2021,23,47,Bunker
Scott Harrington,2021,200,398,Other
Scott Harrington,2021,486,656,Fairway
Scott Harrington,2021,23,47,Bunker
Scott Piercy,2021,215,389,Other
Scott Piercy,2021,502,660,Fairway
Scott Piercy,2021,28,51,Bunker
Scott Stallings,2021,215,368,Other
Scott Stallings,2021,488,627,Fairway
Scott Stallings,2021,27,63,Bunker
Scottie Scheffler,2021,232,430,Other
Scottie Scheffler,2021,684,866,Fairway
Scottie Scheffler,2021,35,68,Bunker
Seamus Power,2021,147,257,Other
Seamus Power,2021,402,508,Fairway
Seamus Power,2021,18,47,Bunker
Sean O'Hair,2021,127,230,Other
Sean O'Hair,2021,333,441,Fairway
Sean O'Hair,2021,19,37,Bunker
Sebastian Cappelen,2021,162,327,Other
Sebastian Cappelen,2021,292,391,Fairway
Sebastian Cappelen,2021,20,36,Bunker
Sebastián Muñoz,2021,246,457,Other
Sebastián Muñoz,2021,685,899,Fairway
Sebastián Muñoz,2021,33,72,Bunker
Sepp Straka,2021,252,511,Other
Sepp Straka,2021,630,772,Fairway
Sepp Straka,2021,25,57,Bunker
Sergio Garcia,2021,194,343,Other
Sergio Garcia,2021,509,635,Fairway
Sergio Garcia,2021,30,60,Bunker
Shane Lowry,2021,186,347,Other
Shane Lowry,2021,500,635,Fairway
Shane Lowry,2021,42,78,Bunker
Si Woo Kim,2021,217,413,Other
Si Woo Kim,2021,637,824,Fairway
Si Woo Kim,2021,37,77,Bunker
Stewart Cink,2021,260,463,Other
Stewart Cink,2021,557,712,Fairway
Stewart Cink,2021,58,87,Bunker
Sung Kang,2021,224,479,Other
Sung Kang,2021,496,666,Fairway
Sung Kang,2021,29,55,Bunker
Sungjae Im,2021,235,429,Other
Sungjae Im,2021,905,1175,Fairway
Sungjae Im,2021,40,96,Bunker
Talor Gooch,2021,216,421,Other
Talor Gooch,2021,589,752,Fairway
Talor Gooch,2021,37,77,Bunker
"Ted Potter, Jr.",2021,168,342,Other
"Ted Potter, Jr.",2021,399,540,Fairway
"Ted Potter, Jr.",2021,33,64,Bunker
Tom Hoge,2021,205,419,Other
Tom Hoge,2021,622,851,Fairway
Tom Hoge,2021,30,66,Bunker
Tom Lewis,2021,211,414,Other
Tom Lewis,2021,508,639,Fairway
Tom Lewis,2021,31,61,Bunker
Tommy Fleetwood,2021,141,302,Other
Tommy Fleetwood,2021,374,483,Fairway
Tommy Fleetwood,2021,28,51,Bunker
Tony Finau,2021,242,463,Other
Tony Finau,2021,553,707,Fairway
Tony Finau,2021,49,86,Bunker
Troy Merritt,2021,225,450,Other
Troy Merritt,2021,639,845,Fairway
Troy Merritt,2021,29,69,Bunker
Tyler Duncan,2021,164,356,Other
Tyler Duncan,2021,644,844,Fairway
Tyler Duncan,2021,25,50,Bunker
Tyler McCumber,2021,168,348,Other
Tyler McCumber,2021,439,555,Fairway
Tyler McCumber,2021,22,49,Bunker
Tyrrell Hatton,2021,118,235,Other
Tyrrell Hatton,2021,366,489,Fairway
Tyrrell Hatton,2021,20,52,Bunker
Vaughn Taylor,2021,164,303,Other
Vaughn Taylor,2021,530,735,Fairway
Vaughn Taylor,2021,20,48,Bunker
Viktor Hovland,2021,182,340,Other
Viktor Hovland,2021,598,737,Fairway
Viktor Hovland,2021,37,77,Bunker
Vince Whaley,2021,243,419,Other
Vince Whaley,2021,481,630,Fairway
Vince Whaley,2021,23,67,Bunker
Webb Simpson,2021,165,301,Other
Webb Simpson,2021,545,695,Fairway
Webb Simpson,2021,18,40,Bunker
Will Gordon,2021,252,480,Other
Will Gordon,2021,551,677,Fairway
Will Gordon,2021,39,71,Bunker
Will Zalatoris,2021,265,471,Other
Will Zalatoris,2021,557,687,Fairway
Will Zalatoris,2021,33,60,Bunker
Wyndham Clark,2021,289,517,Other
Wyndham Clark,2021,391,511,Fairway
Wyndham Clark,2021,25,58,Bunker
Xander Schauffele,2021,193,363,Other
Xander Schauffele,2021,507,626,Fairway
Xander Schauffele,2021,33,75,Bunker
Xinjun Zhang,2021,176,344,Other
Xinjun Zhang,2021,408,555,Fairway
Xinjun Zhang,2021,18,49,Bunker
Zach Johnson,2021,195,376,Other
Zach Johnson,2021,572,730,Fairway
Zach Johnson,2021,23,62,Bunker
Aaron Rai,2022,210,364,Other
Aaron Rai,2022,650,832,Fairway
Aaron Rai,2022,18,39,Bunker
Aaron Wise,2022,230,427,Other
Aaron Wise,2022,572,711,Fairway
Aaron Wise,2022,30,64,Bunker
Abraham Ancer,2022,111,208,Other
Abraham Ancer,2022,428,577,Fairway
Abraham Ancer,2022,15,33,Bunker
Adam Hadwin,2022,204,395,Other
Adam Hadwin,2022,621,797,Fairway
Adam Hadwin,2022,27,59,Bunker
Adam Long,2022,178,368,Other
Adam Long,2022,613,786,Fairway
Adam Long,2022,30,60,Bunker
Adam Schenk,2022,260,483,Other
Adam Schenk,2022,509,702,Fairway
Adam Schenk,2022,30,63,Bunker
Adam Scott,2022,218,392,Other
Adam Scott,2022,454,560,Fairway
Adam Scott,2022,35,60,Bunker
Adam Svensson,2022,220,429,Other
Adam Svensson,2022,695,889,Fairway
Adam Svensson,2022,35,69,Bunker
Alex Noren,2022,178,325,Other
Alex Noren,2022,368,497,Fairway
Alex Noren,2022,35,62,Bunker
Alex Smalley,2022,252,445,Other
Alex Smalley,2022,600,775,Fairway
Alex Smalley,2022,29,63,Bunker
Andrew Novak,2022,220,405,Other
Andrew Novak,2022,454,592,Fairway
Andrew Novak,2022,29,54,Bunker
Andrew Putnam,2022,211,401,Other
Andrew Putnam,2022,652,841,Fairway
Andrew Putnam,2022,18,61,Bunker
Anirban Lahiri,2022,156,317,Other
Anirban Lahiri,2022,464,619,Fairway
Anirban Lahiri,2022,26,64,Bunker
Austin Cook,2022,139,274,Other
Austin Cook,2022,466,641,Fairway
Austin Cook,2022,18,42,Bunker
Austin Smotherman,2022,174,342,Other
Austin Smotherman,2022,534,672,Fairway
Austin Smotherman,2022,28,51,Bunker
Beau Hossler,2022,224,413,Other
Beau Hossler,2022,396,510,Fairway
Beau Hossler,2022,28,56,Bunker
Ben Kohles,2022,167,311,Other
Ben Kohles,2022,410,531,Fairway
Ben Kohles,2022,14,33,Bunker
Bill Haas,2022,248,473,Other
Bill Haas,2022,528,693,Fairway
Bill Haas,2022,46,77,Bunker
Billy Horschel,2022,143,286,Other
Billy Horschel,2022,515,644,Fairway
Billy Horschel,2022,33,60,Bunker
Bo Hoag,2022,118,241,Other
Bo Hoag,2022,314,409,Fairway
Bo Hoag,2022,14,31,Bunker
Branden Grace,2022,140,254,Other
Branden Grace,2022,328,433,Fairway
Branden Grace,2022,14,33,Bunker
Brandon Hagy,2022,269,512,Other
Brandon Hagy,2022,400,517,Fairway
Brandon Hagy,2022,27,44,Bunker
Brandon Wu,2022,205,354,Other
Brandon Wu,2022,507,638,Fairway
Brandon Wu,2022,20,35,Bunker
Brandt Snedeker,2022,130,268,Other
Brandt Snedeker,2022,390,509,Fairway
Brandt Snedeker,2022,19,42,Bunker
Brendan Steele,2022,192,348,Other
Brendan Steele,2022,504,625,Fairway
Brendan Steele,2022,19,45,Bunker
Brendon Todd,2022,147,307,Other
Brendon Todd,2022,585,795,Fairway
Brendon Todd,2022,23,45,Bunker
Brett Drewitt,2022,168,310,Other
Brett Drewitt,2022,337,453,Fairway
Brett Drewitt,2022,18,40,Bunker
Brian Harman,2022,193,356,Other
Brian Harman,2022,657,846,Fairway
Brian Harman,2022,34,69,Bunker
Brian Stuard,2022,152,316,Other
Brian Stuard,2022,632,878,Fairway
Brian Stuard,2022,19,37,Bunker
Brice Garnett,2022,157,308,Other
Brice Garnett,2022,552,715,Fairway
Brice Garnett,2022,19,40,Bunker
Brooks Koepka,2022,135,268,Other
Brooks Koepka,2022,269,345,Fairway
Brooks Koepka,2022,16,33,Bunker
C.T. Pan,2022,199,368,Other
C.T. Pan,2022,540,706,Fairway
C.T. Pan,2022,26,60,Bunker
Callum Tarren,2022,241,417,Other
Callum Tarren,2022,387,495,Fairway
Callum Tarren,2022,25,43,Bunker
Cam Davis,2022,206,433,Other
Cam Davis,2022,514,641,Fairway
Cam Davis,2022,44,76,Bunker
Cameron Champ,2022,157,291,Other
Cameron Champ,2022,337,449,Fairway
Cameron Champ,2022,22,37,Bunker
Cameron Percy,2022,123,211,Other
Cameron Percy,2022,289,374,Fairway
Cameron Percy,2022,10,24,Bunker
Cameron Smith,2022,172,328,Other
Cameron Smith,2022,410,499,Fairway
Cameron Smith,2022,19,41,Bunker
Cameron Tringale,2022,256,460,Other
Cameron Tringale,2022,584,747,Fairway
Cameron Tringale,2022,25,68,Bunker
Cameron Young,2022,224,417,Other
Cameron Young,2022,519,677,Fairway
Cameron Young,2022,31,60,Bunker
Camilo Villegas,2022,204,358,Other
Camilo Villegas,2022,436,559,Fairway
Camilo Villegas,2022,20,44,Bunker
Carlos Ortiz,2022,152,313,Other
Carlos Ortiz,2022,360,479,Fairway
Carlos Ortiz,2022,25,50,Bunker
Chad Ramey,2022,155,309,Other
Chad Ramey,2022,505,659,Fairway
Chad Ramey,2022,22,47,Bunker
Charles Howell III,2022,144,241,Other
Charles Howell III,2022,375,465,Fairway
Charles Howell III,2022,29,46,Bunker
Charley Hoffman,2022,219,426,Other
Charley Hoffman,2022,382,479,Fairway
Charley Hoffman,2022,25,47,Bunker
Chase Seiffert,2022,136,233,Other
Chase Seiffert,2022,338,448,Fairway
Chase Seiffert,2022,12,26,Bunker
Chesson Hadley,2022,229,445,Other
Chesson Hadley,2022,470,616,Fairway
Chesson Hadley,2022,26,50,Bunker
Chez Reavie,2022,148,301,Other
Chez Reavie,2022,611,829,Fairway
Chez Reavie,2022,24,47,Bunker
Chris Kirk,2022,194,360,Other
Chris Kirk,2022,586,754,Fairway
Chris Kirk,2022,27,55,Bunker
Christiaan Bezuidenhout,2022,192,368,Other
Christiaan Bezuidenhout,2022,538,697,Fairway
Christiaan Bezuidenhout,2022,20,52,Bunker
Collin Morikawa,2022,132,244,Other
Collin Morikawa,2022,437,547,Fairway
Collin Morikawa,2022,20,47,Bunker
Corey Conners,2022,198,348,Other
Corey Conners,2022,659,814,Fairway
Corey Conners,2022,34,56,Bunker
Curtis Thompson,2022,196,379,Other
Curtis Thompson,2022,358,473,Fairway
Curtis Thompson,2022,14,35,Bunker
Danny Lee,2022,153,283,Other
Danny Lee,2022,284,398,Fairway
Danny Lee,2022,15,37,Bunker
Danny Willett,2022,140,291,Other
Danny Willett,2022,411,533,Fairway
Danny Willett,2022,15,42,Bunker
David Lipsky,2022,199,368,Other
David Lipsky,2022,617,794,Fairway
David Lipsky,2022,25,55,Bunker
David Skinns,2022,216,413,Other
David Skinns,2022,364,468,Fairway
David Skinns,2022,18,34,Bunker
Davis Riley,2022,238,444,Other
Davis Riley,2022,625,807,Fairway
Davis Riley,2022,28,52,Bunker
Dawie van der Walt,2022,158,315,Other
Dawie van der Walt,2022,379,511,Fairway
Dawie van der Walt,2022,15,33,Bunker
Denny McCarthy,2022,216,429,Other
Denny McCarthy,2022,688,897,Fairway
Denny McCarthy,2022,36,65,Bunker
Doc Redman,2022,215,393,Other
Doc Redman,2022,506,659,Fairway
Doc Redman,2022,22,43,Bunker
Doug Ghim,2022,179,360,Other
Doug Ghim,2022,560,745,Fairway
Doug Ghim,2022,38,55,Bunker
Dylan Frittelli,2022,302,566,Other
Dylan Frittelli,2022,510,655,Fairway
Dylan Frittelli,2022,30,76,Bunker
Dylan Wu,2022,171,328,Other
Dylan Wu,2022,428,548,Fairway
Dylan Wu,2022,34,55,Bunker
Emiliano Grillo,2022,183,349,Other
Emiliano Grillo,2022,579,747,Fairway
Emiliano Grillo,2022,39,70,Bunker
Erik van Rooyen,2022,107,228,Other
Erik van Rooyen,2022,320,409,Fairway
Erik van Rooyen,2022,16,29,Bunker
Francesco Molinari,2022,119,251,Other
Francesco Molinari,2022,354,456,Fairway
Francesco Molinari,2022,10,38,Bunker
Garrick Higgo,2022,132,311,Other
Garrick Higgo,2022,363,466,Fairway
Garrick Higgo,2022,23,41,Bunker
Gary Woodland,2022,203,376,Other
Gary Woodland,2022,415,543,Fairway
Gary Woodland,2022,28,37,Bunker
Greyson Sigg,2022,225,391,Other
Greyson Sigg,2022,608,784,Fairway
Greyson Sigg,2022,43,72,Bunker
Hank Lebioda,2022,172,360,Other
Hank Lebioda,2022,530,687,Fairway
Hank Lebioda,2022,27,59,Bunker
Harold Varner III,2022,199,388,Other
Harold Varner III,2022,419,527,Fairway
Harold Varner III,2022,27,50,Bunker
Harry Higgs,2022,221,446,Other
Harry Higgs,2022,458,614,Fairway
Harry Higgs,2022,22,46,Bunker
Hayden Buckley,2022,202,348,Other
Hayden Buckley,2022,664,854,Fairway
Hayden Buckley,2022,28,63,Bunker
Henrik Norlander,2022,175,336,Other
Henrik Norlander,2022,488,621,Fairway
Henrik Norlander,2022,22,39,Bunker
Hideki Matsuyama,2022,194,345,Other
Hideki Matsuyama,2022,478,602,Fairway
Hideki Matsuyama,2022,40,67,Bunker
Hudson Swafford,2022,170,318,Other
Hudson Swafford,2022,415,542,Fairway
Hudson Swafford,2022,17,32,Bunker
Ian Poulter,2022,91,187,Other
Ian Poulter,2022,278,385,Fairway
Ian Poulter,2022,23,48,Bunker
J.J. Spaun,2022,197,400,Other
J.J. Spaun,2022,661,843,Fairway
J.J. Spaun,2022,32,72,Bunker
J.T. Poston,2022,212,409,Other
J.T. Poston,2022,582,730,Fairway
J.T. Poston,2022,43,89,Bunker
James Hahn,2022,184,332,Other
James Hahn,2022,456,605,Fairway
James Hahn,2022,23,47,Bunker
Jared Wolfe,2022,179,325,Other
Jared Wolfe,2022,366,457,Fairway
Jared Wolfe,2022,19,39,Bunker
Jason Day,2022,120,255,Other
Jason Day,2022,375,484,Fairway
Jason Day,2022,29,52,Bunker
Jason Dufner,2022,131,245,Other
Jason Dufner,2022,308,412,Fairway
Jason Dufner,2022,14,37,Bunker
Jason Kokrak,2022,156,294,Other
Jason Kokrak,2022,388,526,Fairway
Jason Kokrak,2022,22,38,Bunker
Jhonattan Vegas,2022,232,414,Other
Jhonattan Vegas,2022,462,586,Fairway
Jhonattan Vegas,2022,37,58,Bunker
Jim Herman,2022,99,197,Other
Jim Herman,2022,367,482,Fairway
Jim Herman,2022,14,27,Bunker
Jim Knous,2022,132,286,Other
Jim Knous,2022,311,394,Fairway
Jim Knous,2022,12,27,Bunker
Joaquin Niemann,2022,258,433,Other
Joaquin Niemann,2022,489,634,Fairway
Joaquin Niemann,2022,25,51,Bunker
Joel Dahmen,2022,172,331,Other
Joel Dahmen,2022,618,803,Fairway
Joel Dahmen,2022,24,49,Bunker
John Huh,2022,154,302,Other
John Huh,2022,522,679,Fairway
John Huh,2022,21,41,Bunker
Jon Rahm,2022,171,317,Other
Jon Rahm,2022,521,615,Fairway
Jon Rahm,2022,25,52,Bunker
Jonas Blixt,2022,115,249,Other
Jonas Blixt,2022,285,406,Fairway
Jonas Blixt,2022,14,36,Bunker
Jonathan Byrd,2022,140,270,Other
Jonathan Byrd,2022,368,485,Fairway
Jonathan Byrd,2022,16,36,Bunker
Jordan Spieth,2022,228,401,Other
Jordan Spieth,2022,464,584,Fairway
Jordan Spieth,2022,28,58,Bunker
Joseph Bramlett,2022,293,495,Other
Joseph Bramlett,2022,473,589,Fairway
Joseph Bramlett,2022,21,39,Bunker
Joshua Creel,2022,95,213,Other
Joshua Creel,2022,294,414,Fairway
Joshua Creel,2022,14,24,Bunker
Justin Lower,2022,193,361,Other
Justin Lower,2022,476,602,Fairway
Justin Lower,2022,16,36,Bunker
Justin Rose,2022,127,255,Other
Justin Rose,2022,344,456,Fairway
Justin Rose,2022,17,36,Bunker
Justin Thomas,2022,245,427,Other
Justin Thomas,2022,464,584,Fairway
Justin Thomas,2022,31,55,Bunker
K.H. Lee,2022,226,450,Other
K.H. Lee,2022,658,854,Fairway
K.H. Lee,2022,27,70,Bunker
Keegan Bradley,2022,203,393,Other
Keegan Bradley,2022,517,667,Fairway
Keegan Bradley,2022,28,56,Bunker
Keith Mitchell,2022,212,380,Other
Keith Mitchell,2022,584,738,Fairway
Keith Mitchell,2022,31,77,Bunker
Kelly Kraft,2022,135,287,Other
Kelly Kraft,2022,457,633,Fairway
Kelly Kraft,2022,13,31,Bunker
Kevin Chappell,2022,194,328,Other
Kevin Chappell,2022,303,398,Fairway
Kevin Chappell,2022,24,43,Bunker
Kevin Kisner,2022,143,275,Other
Kevin Kisner,2022,471,610,Fairway
Kevin Kisner,2022,19,46,Bunker
Kevin Streelman,2022,156,311,Other
Kevin Streelman,2022,635,847,Fairway
Kevin Streelman,2022,28,61,Bunker
Kevin Tway,2022,249,463,Other
Kevin Tway,2022,427,544,Fairway
Kevin Tway,2022,29,64,Bunker
Kiradech Aphibarnrat,2022,114,227,Other
Kiradech Aphibarnrat,2022,359,478,Fairway
Kiradech Aphibarnrat,2022,9,26,Bunker
Kramer Hickok,2022,192,382,Other
Kramer Hickok,2022,632,826,Fairway
Kramer Hickok,2022,18,48,Bunker
Kurt Kitayama,2022,237,435,Other
Kurt Kitayama,2022,407,507,Fairway
Kurt Kitayama,2022,17,35,Bunker
Lanto Griffin,2022,207,391,Other
Lanto Griffin,2022,485,628,Fairway
Lanto Griffin,2022,31,58,Bunker
Lee Hodges,2022,247,451,Other
Lee Hodges,2022,626,794,Fairway
Lee Hodges,2022,18,42,Bunker
Lucas Glover,2022,178,341,Other
Lucas Glover,2022,701,880,Fairway
Lucas Glover,2022,36,82,Bunker
Lucas Herbert,2022,148,341,Other
Lucas Herbert,2022,289,389,Fairway
Lucas Herbert,2022,17,36,Bunker
Luke Donald,2022,169,336,Other
Luke Donald,2022,401,528,Fairway
Luke Donald,2022,33,63,Bunker
Luke List,2022,262,428,Other
Luke List,2022,480,614,Fairway
Luke List,2022,41,72,Bunker
Mackenzie Hughes,2022,203,434,Other
Mackenzie Hughes,2022,483,653,Fairway
Mackenzie Hughes,2022,26,48,Bunker
Marc Leishman,2022,198,388,Other
Marc Leishman,2022,449,565,Fairway
Marc Leishman,2022,32,57,Bunker
Mark Hubbard,2022,172,310,Other
Mark Hubbard,2022,469,592,Fairway
Mark Hubbard,2022,21,41,Bunker
Martin Laird,2022,127,232,Other
Martin Laird,2022,467,626,Fairway
Martin Laird,2022,29,60,Bunker
Martin Trainer,2022,219,446,Other
Martin Trainer,2022,461,584,Fairway
Martin Trainer,2022,26,49,Bunker
Matt Fitzpatrick,2022,180,319,Other
Matt Fitzpatrick,2022,469,618,Fairway
Matt Fitzpatrick,2022,16,38,Bunker
Matt Jones,2022,175,331,Other
Matt Jones,2022,359,460,Fairway
Matt Jones,2022,40,58,Bunker
Matt Kuchar,2022,147,302,Other
Matt Kuchar,2022,473,625,Fairway
Matt Kuchar,2022,30,58,Bunker
Matt Wallace,2022,136,276,Other
Matt Wallace,2022,355,453,Fairway
Matt Wallace,2022,22,39,Bunker
Matthew NeSmith,2022,210,414,Other
Matthew NeSmith,2022,634,811,Fairway
Matthew NeSmith,2022,26,48,Bunker
Matthew Wolff,2022,142,296,Other
Matthew Wolff,2022,244,327,Fairway
Matthew Wolff,2022,15,31,Bunker
Matthias Schwab,2022,194,341,Other
Matthias Schwab,2022,469,577,Fairway
Matthias Schwab,2022,23,53,Bunker
Maverick McNealy,2022,226,427,Other
Maverick McNealy,2022,562,706,Fairway
